Table ac_average_period;;;;
"Table to save aircraft average cycles, hours etc. for a certain period of time";;;;
[U];limit_restriction;INT;int;"The restriction of the limit (e.g. Technical Dispatch Reliability for all technical interruptions / consequences versus Technical Dispatch Reliability for only chargeable technical interruptions / consequences, etc.). Concrete values for the IDs will follow."
[U,I];comb_id;INT;int;"AMOS-wide unique identifier for a reliability group of aircraft"
[U];validity;DATE_INT;int;"Contains the day at the end of the month, for which this data entry set is valid"
;limit_value;DOUBLE;float;"The limit value"
Table delay_code;;;;
"This is a basic table for defining delay codes also known as Interruption Codes.";;;;
Keys;Name;Mime-Type;Type;Description
;spec_delay_code;ALPHANUM;univarchar(2);"Mapping to SPEC2000 delay code."
[P];delay_code;ALPHANUM;univarchar(10);"This column holds the unique delay code."
;sortitem;ALPHANUM;univarchar(2);"This column was used to sort the items in the table. This field is no longer used."
;description;ALPHANUM;univarchar(255);"Description of the delay code entry."
;iata_code;BOOL;univarchar(2);"Boolean flag to mark IATA conform delay codes."
;technical_interruption;BOOL;univarchar(1);"Set to ""Y"", when Delays / Cancellations with this code shall be treated as ""Technical Interruption"" (e.g. for ""Technical Dispatch Reliability"" statistics). Set to ""N"" otherwise. The default is ""N""."
;trigger_event_tracking;BOOL;univarchar(1);"Set to ""Y"", when an automatically imported Delay / Cancellation from the external OPS System with this particular Delay Code is eventually able to trigger an MCC Event in AMOS ""Event Tracking"". Look also at AMOS System Parameter 1426 (DELAY-IMPORT AIRCRAFT EVENT TRIGGER). Set to ""N"" otherwise. The default is ""N""."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;uuid;ALPHANUM;univarchar(36);"Globally unique identifier"
Table deliverycond;;;;
"Holds information about conditions of delivery. Used in order header.";;;;
Keys;Name;Mime-Type;Type;Description
[P];deliverycond;ALPHANUM;univarchar(4);"Short code used for delivery condition."
;description;ALPHANUM;univarchar(50);"Detailed description of the delivery code."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"0 = active 9 = inactive"
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;uuid;ALPHANUM;univarchar(36);"Globally unique identifier"
Table department;;;;
"contains internal departments available to administrate users (User-Administration)";;;;
Keys;Name;Mime-Type;Type;Description
;email;ALPHANUM;univarchar(50);"department email address"
[P];department;DEP;univarchar(8);"code of department"
;description;ALPHANUM;univarchar(36);"description of department"
;homebase;STA;univarchar(4);"homebase of department"
[I];costcenter;CCT;univarchar(8);"costcenter of department"
;price_per_manhrs;MONETARY;float;"default man hour price for department"
;billing_type_of_work;ALPHANUM;univarchar(12);"The default type of work that applies when labour hours are billed for this department."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table deprec_history;;;;
"historized information on the depreciation of the rotables";;;;
Keys;Name;Mime-Type;Type;Description
[I];linked_historyno_i;HINO;int;"PK of the History generated for the DEX (XD) or ADR (XR)"
;book_value_func;DOUBLE;float;"Book Value in Functional Currency of the Depreciation at the Reference Date (i.e. Start Value minus the previous Depreciation bookings)"
;amount_func;DOUBLE;float;"Depreciation Amount in Functional Currency "
;residual_value_func;DOUBLE;float;"Residual Value in Functional Currency (deprec_rotables) that was used to compute the amount"
;db_type;ALPHANUM;univarchar(3);"Depreciation Booking Type (DEX: Depreciation Expense, ADR: Accumulated DepreciationReversal)"
[P];depr_historyno_i;DEPM;int;"Unique identifier for the depreciation_history table"
[I];depr_rotablesno_i;DEPR;int;"reference to the depreciation_rotables object"
[I];psn;RO;int;"Unique key of the table rotables"
[I];partno;PA;univarchar(32);"partnumber of the part under depreciation"
[I];serialno;RO;univarchar(20);"serialno of the part under depreciation"
[I];depr_modelno_i;INT;int;"Internal depreciation model"
;ref_date;DATE_INT;int;"Reference date to identify the depreciation period (1st day of the month)"
;usefull_life;INT;int;"useful life (depreciation_rotables) that was used to compute the amount"
;residual_value;DOUBLE;float;"residual value (depreciation_rotables) that was used to compute the amount"
;residual_value_perc;DOUBLE;float;"residual value perc (depreciation_rotables) that was used to compute the amount"
;amount;DOUBLE;float;"Depreciation amount (in period)"
;book_value;DOUBLE;float;"book value of the depreciation at ref_date (i.e. historical cost minus sum(all depreciation amounts till ref_date)"
[I];historyno_i;INT;int;"PK of the History that triggered the depreciation"
;trf_date;DATE_INT;int;"Date when the amount has been transferred to the financial accounting system. Indicator for transferred / not transferred entries."
;costcenter;CCT;univarchar(8);"Costcenter for the corresponding deprec_history record"
;cost_type;CSTP;univarchar(10);"Cost type for depreciation"
;accountno_deb;ALPHANUM;univarchar(10);"Debit Account number for depreciation"
;accountno_cred;ALPHANUM;univarchar(10);"Credit Account Number for depreciation"
;reversed_by;INT;int;"depr_historyno_i of the reversing booking corresponding to this booking"
;is_reversal;ALPHANUM;univarchar(1);"Boolean field to mark reversal bookings"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
[I];entityno_i;FAEA;int;"Foreign Key references to entity_header (entityno_i)"
Table deprec_history_invoice;;;;
"stores for each depr_historyno_i the invoices that were taken into account to calculate the depreciation amount";;;;
Keys;Name;Mime-Type;Type;Description
[P];depr_history_invoiceno_i;INT;int;"unique identifier for the table depr_history_invce"
[U];depr_historyno_i;INT;int;"unique identifier for a depreciation_history record"
[U,I];recinvno_i;INT;int;"unique identifier of the table od_rec_invoice"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table deprec_model;;;;
"Stores the depreciation models";;;;
Keys;Name;Mime-Type;Type;Description
[P];depr_modelno_i;DEPM;int;"Internal Depreciation Model no"
[U];model;ALPHANUM;univarchar(12);"Depreciation Model name"
;description;ALPHANUM;univarchar(70);"Description of the depreciation model"
;usefull_life_mod;INT;int;"Default value for the depreciation time in month (useful life of the component)."
;residual_value_mod;DOUBLE;float;"Default value for the residual value (absolute in internal currency)"
;residual_value_perc_mod;DOUBLE;float;"Default value for the percentual residual value (alternative to absolute value)"
;lower_activation_limit;DOUBLE;float;"Lower activation limit (absolute value in internal currency)"
;upper_activation_limit;DOUBLE;float;"Upper activation limit (absolute value in internal currency)"
;costcenter_1;CCT;univarchar(8);"Costcenter for non revenue related special depreciation and monthly depreciation"
;costcenter_2;CCT;univarchar(8);"Costcenter for revenue related special depreciation"
;cost_type;CSTP;univarchar(10);"Cost Type for depreciation"
;accountno_deb;ALPHANUM;univarchar(10);"Debit Account Number for depreciation"
;accountno_cred;ALPHANUM;univarchar(10);"Credit Account Number for depreciation"
[U,I];entityno_i;FAEA;int;"Entity of the model"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table deprec_rotables;;;;
"Depreciation of the individual serialized components";;;;
Keys;Name;Mime-Type;Type;Description
;residual_value_func;DOUBLE;float;"Residual Value of the Asset (Functional Currency)"
;start_value_func;DOUBLE;float;"The Cost of the Asset in Functional Currency"
[P];depr_rotablesno_i;DEPR;int;"Unique identifier for the depreciation_rotables table"
[I];psn;RO;int;"Unique key of table rotables"
